0,시도명,시군구명,시설명,상세주소,시설면적,경도,위도,구분,구분명
1,서울특별시,동작구,동작고등학교 운동장,서울특별시 동작구 솔밭로 51(사당동),3246,126.9655,37.482,1,지진실내구호소
2,서울특별시,동작구,동작초등학교 운동장,서울특별시 동작구 동작대로29길 214(사당동),2763,126.9768,37.494,1,지진실내구호소
3,서울특별시,도봉구,창림초등학교 운동장,서울특별시 도봉구 덕릉로63길 46(창동),2584,127.0417,37.6431,1,지진실내구호소
4,서울특별시,도봉구,창원초등학교 운동장,서울특별시 도봉구 해등로 103(창동),2704,127.0407,37.6521,1,지진실내구호소
5,서울특별시,도봉구,창일중학교 운동장,서울특별시 도봉구 노해로66길 60(창동),4800,127.0471,37.6484,1,지진실내구호소
6,서울특별시,도봉구,갈대밭어린이공원,서울특별시 도봉구 도봉동 625-123,433,127.0457,37.6743,1,지진실내구호소
7,서울특별시,도봉구,누원어린이공원,서울특별시 도봉구 도봉동 653,400,127.05,37.6803,1,지진실내구호소
8,서울특별시,도봉구,무수어린이공원,서울특별시 도봉구 도봉동 585-2,350,127.0426,37.6805,1,지진실내구호소
9,서울특별시,도봉구,무지개어린이공원,서울특별시 도봉구 도봉동 570-13,385,127.045,37.6856,1,지진실내구호소
10,서울특별시,도봉구,새동네어린이공원,서울특별시 도봉구 도봉동 289-5,670,127.0431,37.6889,1,지진실내구호소
11,서울특별시,도봉구,서원어린이공원,서울특별시 도봉구 도봉동 576-13,355,127.0432,37.6838,1,지진실내구호소
12,서울특별시,도봉구,해태어린이공원,서울특별시 도봉구 도봉동 614-37,458,127.0411,37.672,1,지진실내구호소
13,서울특별시,도봉구,누원고등학교 운동장,서울특별시 도봉구 마들로 849(도봉동),400,127.0506,37.6849,1,지진실내구호소
14,서울특별시,도봉구,도봉중학교 운동장,서울특별시 도봉구 마들로 671(도봉동),3184,127.0455,37.6701,1,지진실내구호소
15,서울특별시,도봉구,북서울중학교 운동장,서울특별시 도봉구 도봉로169가길 33(도봉동),2029,127.043,37.6811,1,지진실내구호소
16,서울특별시,도봉구,오봉초등학교 운동장,서울특별시 도봉구 시루봉로 285(도봉동),1704,127.0404,37.6714,1,지진실내구호소
17,서울특별시,노원구,한내근린공원,서울특별시 노원구 월계동 1-1,1740,127.0694,37.6221,1,지진실내구호소
18,서울특별시,노원구,광운전자공업고등학교 운동장,서울특별시 노원구 월계동 500-0,9540,127.0561,37.6201,1,지진실내구호소
19,서울특별시,노원구,녹천중학교 운동장,서울특별시 노원구 월계로 376(월계동),4670,127.0623,37.631,1,지진실내구호소
20,서울특별시,노원구,녹천초등학교 운동장,서울특별시 노원구 마들로3길 34(월계동),2740,127.0635,37.6284,1,지진실내구호소
21,서울특별시,노원구,선곡초등학교 운동장,서울특별시 노원구 월계동 446-0,3400,127.058,37.6183,1,지진실내구호소
22,서울특별시,노원구,신계초등학교 운동장,서울특별시 노원구 월계동 602-0,3470,127.0532,37.6298,1,지진실내구호소
23,서울특별시,노원구,신창중학교 운동장,서울특별시 노원구 월계로45길 92(월계동),2540,127.0479,37.6282,1,지진실내구호소
24,서울특별시,노원구,연지초등학교 운동장,서울특별시 노원구 월계로55길 48(월계동),2020,127.0597,37.6332,1,지진실내구호소
25,서울특별시,노원구,월계고등학교 운동장,서울특별시 노원구 초안산로5길 66(월계동),1760,127.0489,37.6314,1,지진실내구호소
26,서울특별시,노원구,월계중학교 운동장,서울특별시 노원구 월계로45가길 54(월계동),4360,127.0517,37.6302,1,지진실내구호소
27,서울특별시,노원구,월계초등학교 운동장,서울특별시 노원구 월계로45가길 10(월계동),3950,127.0508,37.6275,1,지진실내구호소
28,서울특별시,노원구,한천초등학교 운동장,서울특별시 노원구 마들로 45(월계동),4430,127.069,37.6201,1,지진실내구호소
29,서울특별시,노원구,공릉중학교 운동장,서울특별시 노원구 노원로1길 42(공릉동),4590,127.0841,37.6218,1,지진실내구호소
30,서울특별시,노원구,공릉초등학교 운동장,서울특별시 노원구 공릉동 610-1,4540,127.0744,37.6189,1,지진실내구호소
31,서울특별시,노원구,공연초등학교 운동장,서울특별시 노원구 동일로192가길 16(공릉동),3800,127.0744,37.6269,1,지진실내구호소
32,서울특별시,노원구,용원초등학교 운동장,서울특별시 노원구 섬밭로 144(공릉동),3490,127.0691,37.6289,1,지진실내구호소
33,서울특별시,노원구,태랑중학교 운동장,서울특별시 노원구 화랑로51나길 51(공릉동),4870,127.0917,37.6265,1,지진실내구호소
34,서울특별시,노원구,태랑초등학교 운동장,서울특별시 노원구 화랑로51나길 31(공릉동),2020,127.0909,37.6258,1,지진실내구호소
35,서울특별시,노원구,태릉초등학교 운동장,서울특별시 노원구 노원로1길 36(공릉동),4630,127.0849,37.6224,1,지진실내구호소
36,서울특별시,노원구,한천중학교 운동장,서울특별시 노원구 공릉로 265(공릉동),3580,127.0728,37.6309,1,지진실내구호소
37,서울특별시,노원구,중현어린이공원,서울특별시 노원구 하계동 272-1,3780,127.0655,37.6318,1,지진실내구호소
38,서울특별시,노원구,하계어린이공원,서울특별시 노원구 하계동 273-3,1150,127.069,37.6322,1,지진실내구호소
39,서울특별시,노원구,경기기계공업고등학교 운동장,서울특별시 노원구 하계동 78-0,12900,127.0746,37.6314,1,지진실내구호소
40,서울특별시,노원구,불암중학교 운동장,서울특별시 노원구 한글비석로5길 45(하계동),3680,127.0738,37.6455,1,지진실내구호소
41,서울특별시,노원구,연촌초등학교 운동장,서울특별시 노원구 공릉로58길 36(하계동),3680,127.0731,37.6345,1,지진실내구호소
42,서울특별시,노원구,중평중학교 운동장,서울특별시 노원구 동일로203길 87(하계동),2870,127.0624,37.6366,1,지진실내구호소
43,서울특별시,노원구,중평초등학교 운동장,서울특별시 노원구 섬밭로 241(하계동),2660,127.0642,37.6372,1,지진실내구호소
44,서울특별시,노원구,중현초등학교 운동장,서울특별시 노원구 섬밭로 181(하계동),3220,127.0666,37.6319,1,지진실내구호소
45,서울특별시,노원구,하계중학교 운동장,서울특별시 노원구 노원로 261-8 (하계동),4890,127.0715,37.6407,1,지진실내구호소
46,서울특별시,노원구,혜성여자고등학교 운동장,서울특별시 노원구 하계동 산16-38,8880,127.074,37.6412,1,지진실내구호소
47,서울특별시,노원구,갈울근린공원,서울특별시 노원구 상계동 644-0,3200,127.061,37.6668,1,지진실내구호소
48,서울특별시,노원구,상계근린공원,서울특별시 노원구 상계동 620-0,4860,127.0508,37.6697,1,지진실내구호소
49,서울특별시,노원구,온수근린공원,서울특별시 노원구 상계동 686-0,550,127.0637,37.6609,1,지진실내구호소
50,서울특별시,노원구,계상초등학교 운동장,서울특별시 노원구 한글비석로41가길 24(상계동),4270,127.0676,37.663,1,지진실내구호소
51,서울특별시,노원구,노원고등학교 운동장,서울특별시 노원구 노원로 586(상계동),2930,127.0533,37.6622,1,지진실내구호소
52,서울특별시,노원구,노원중학교 운동장,서울특별시 노원구 동일로213길 26(상계동),2540,127.0598,37.649,1,지진실내구호소
53,서울특별시,노원구,노원초등학교 운동장,서울특별시 노원구 동일로230나길 32(상계동),4010,127.0582,37.6728,1,지진실내구호소
54,서울특별시,노원구,노일중학교 운동장,서울특별시 노원구 동일로231길 24(상계동),4580,127.0539,37.6728,1,지진실내구호소
55,서울특별시,노원구,노일초등학교 운동장,서울특별시 노원구 동일로 1625(상계동),2360,127.0547,37.673,1,지진실내구호소
56,서울특별시,노원구,당현초등학교 운동장,서울특별시 노원구 동일로213길 52(상계동),3580,127.0583,37.6485,1,지진실내구호소
57,서울특별시,노원구,덕암초등학교 운동장,서울특별시 노원구 상계동 1274-0,1790,127.0808,37.6663,1,지진실내구호소
58,서울특별시,노원구,동일초등학교 운동장,서울특별시 노원구 한글비석로 566(상계동),2380,127.0546,37.6648,1,지진실내구호소
59,서울특별시,노원구,상경중학교 운동장,서울특별시 노원구 동일로227길 61(상계동),3530,127.0535,37.6664,1,지진실내구호소
60,서울특별시,노원구,상경초등학교 운동장,서울특별시 노원구 수락산로 237(상계동),2660,127.0517,37.6701,1,지진실내구호소
61,서울특별시,노원구,상계중학교 운동장,서울특별시 노원구 상계동 195-5,7190,127.0689,37.6518,1,지진실내구호소
62,서울특별시,노원구,상계초등학교 운동장,서울특별시 노원구 상계동 402-1,1830,127.0659,37.659,1,지진실내구호소
63,서울특별시,노원구,상곡초등학교 운동장,서울특별시 노원구 노원로38길 34(상계동),2640,127.0623,37.6623,1,지진실내구호소
64,서울특별시,노원구,상수초등학교 운동장,서울특별시 노원구 동일로216길 66(상계동),2230,127.0648,37.6514,1,지진실내구호소
65,서울특별시,노원구,상원중학교 운동장,서울특별시 노원구 수락산로 182(상계동),2180,127.0594,37.6712,1,지진실내구호소
66,서울특별시,노원구,상원초등학교 운동장,서울특별시 노원구 한글비석로54길 119(상계동),3970,127.0602,37.6676,1,지진실내구호소
67,서울특별시,노원구,상월초등학교 운동장,서울특별시 노원구 동일로221길 27(상계동),4330,127.0572,37.6582,1,지진실내구호소
68,서울특별시,노원구,상천초등학교 운동장,서울특별시 노원구 덕릉로 443(상계동),3500,127.0578,37.6459,1,지진실내구호소
69,서울특별시,노원구,수락중학교 운동장,서울특별시 노원구 동일로 1729(상계동),4030,127.0545,37.6826,1,지진실내구호소
70,서울특별시,노원구,수락초등학교 운동장,서울특별시 노원구 동일로 1745(상계동),4930,127.0545,37.6837,1,지진실내구호소
71,서울특별시,노원구,신상계초등학교 운동장,서울특별시 노원구 상계로 267(상계동),2560,127.0761,37.6677,1,지진실내구호소
72,서울특별시,노원구,신상중학교 운동장,서울특별시 노원구 동일로216길 42(상계동),4220,127.0635,37.6511,1,지진실내구호소
73,서울특별시,노원구,온곡중학교 운동장,서울특별시 노원구 노원로 492(상계동),7090,127.0646,37.66,1,지진실내구호소
74,서울특별시,노원구,온곡초등학교 운동장,서울특별시 노원구 한글비석로52길 59(상계동),1580,127.0661,37.6673,1,지진실내구호소
75,서울특별시,노원구,용화여자고등학교 운동장,서울특별시 노원구 동일로 1461(상계동),3370,127.0585,37.6587,1,지진실내구호소
76,서울특별시,노원구,청원초등학교 운동장,서울특별시 노원구 한글비석로 506(상계동),3140,127.0613,37.6657,1,지진실내구호소
77,서울특별시,노원구,불암고등학교 운동장,서울특별시 노원구 중계로 155(중계동),3220,127.0801,37.6484,1,지진실내구호소
78,서울특별시,노원구,불암초등학교 운동장,서울특별시 노원구 중계로 178(중계동),2590,127.0801,37.651,1,지진실내구호소
79,서울특별시,노원구,상계제일중학교 운동장,서울특별시 노원구 중계동 132-0,3470,127.0773,37.6611,1,지진실내구호소
80,서울특별시,노원구,상명초등학교 운동장,서울특별시 노원구 덕릉로 541(중계동),1700,127.0675,37.6482,1,지진실내구호소
81,서울특별시,노원구,서라벌고등학교운동장,서울특별시 노원구 한글비석로5길 18(중계동),5010,127.0752,37.6451,1,지진실내구호소
82,서울특별시,노원구,수암초등학교 운동장,서울특별시 노원구 중계로12길 9(중계동),2700,127.0819,37.6477,1,지진실내구호소
83,서울특별시,노원구,영신여자고등학교 운동장,서울특별시 노원구 중계로16나길 13(중계동),2970,127.0829,37.652,1,지진실내구호소
84,서울특별시,노원구,용동초등학교 운동장,서울특별시 노원구 한글비석로1길 81-11 (중계동),3270,127.0694,37.6414,1,지진실내구호소
85,서울특별시,노원구,원광초등학교 운동장,서울특별시 노원구 중계동 359-0,2280,127.0748,37.6537,1,지진실내구호소
86,서울특별시,노원구,을지중학교 운동장,서울특별시 노원구 덕릉로 580(중계동),2950,127.0721,37.6501,1,지진실내구호소
87,서울특별시,노원구,을지초등학교 운동장,서울특별시 노원구 중계로 239(중계동),2910,127.0725,37.6506,1,지진실내구호소
88,서울특별시,종로구,경기상업고등학교 운동장,서울특별시 종로구 자하문로 136(청운동),10629,126.97,37.5881,1,지진실내구호소
89,서울특별시,종로구,경복고등학교 운동장,서울특별시 종로구 자하문로28가길 9(청운동),11577,126.9706,37.587,1,지진실내구호소
90,서울특별시,종로구,청운중학교 운동장,서울특별시 종로구 창의문로 51(청운동),4133,126.9709,37.5887,1,지진실내구호소
91,서울특별시,종로구,청운초등학교 운동장,서울특별시 종로구 자하문로 105(청운동),1993,126.9696,37.5855,1,지진실내구호소
92,서울특별시,종로구,서울농학교 운동장,서울특별시 종로구 필운대로 103(신교동),4144,126.9691,37.5844,1,지진실내구호소
93,서울특별시,종로구,매동초등학교 운동장,서울특별시 종로구 사직로9길 19(필운동),2593,126.9668,37.5772,1,지진실내구호소
94,서울특별시,종로구,배화여자고등학교 운동장,서울특별시 종로구 필운대로1길 34(필운동),2432,126.9677,37.5783,1,지진실내구호소
95,서울특별시,종로구,사직공원,서울특별시 종로구 사직로 89(사직동),26523,126.9683,37.5758,1,지진실내구호소
96,서울특별시,종로구,내수1근린공원,서울특별시 종로구 내수동 71-2,2703,126.9705,37.5735,1,지진실내구호소
97,서울특별시,종로구,내수2근린공원,서울특별시 종로구 내수동 73-3,2310,126.9716,37.5723,1,지진실내구호소
98,서울특별시,성북구,길음중학교 운동장,서울특별시 성북구 길음로 144(길음동),2062,127.0183,37.6136,1,지진실내구호소
99,서울특별시,성북구,길음초등학교 운동장,서울특별시 성북구 길음동 635-7,3479,127.017,37.6131,1,지진실내구호소
100,서울특별시,성북구,미아초등학교 운동장,서울특별시 성북구 길음동 1168-0,4310,127.0219,37.6102,1,지진실내구호소
101,서울특별시,성북구,종암 5-1 어린이 공원,서울특별시 성북구 종암동 134-3,1965,127.0366,37.5996,1,지진실내구호소
102,서울특별시,성북구,서울대학교 사범대학 부설 고등학교 운동장,서울특별시 성북구 월곡로 6(종암동),12736,127.0378,37.5927,1,지진실내구호소
103,서울특별시,성북구,서울대학교 사범대학 부설 중학교 운동장,서울특별시 성북구 월곡로 36(종암동),18452,127.0389,37.5958,1,지진실내구호소
104,서울특별시,성북구,서울일신초등학교 운동장,서울특별시 성북구 월곡로 74(종암동),2360,127.0401,37.5991,1,지진실내구호소
105,서울특별시,성북구,숭례초등학교 운동장,서울특별시 성북구 종암동 22-1,3968,127.035,37.5948,1,지진실내구호소
106,서울특별시,성북구,종암중학교 운동장,서울특별시 성북구 종암동 32-3,3676,127.0323,37.5928,1,지진실내구호소
107,서울특별시,성북구,월곡인조잔디구장,서울특별시 성북구 화랑로13길 144(하월곡동),17309,127.0423,37.6086,1,지진실내구호소
108,서울특별시,성북구,오동공원 놀이마당,서울특별시 성북구 하월곡동 228-4,10034,127.0393,37.6092,1,지진실내구호소
109,서울특별시,성북구,도시공단 주차장,서울특별시 성북구 하월곡동 226-4,1453,127.0411,37.6003,1,지진실내구호소
110,서울특별시,성북구,서울도시과학기술고등학교 운동장,서울특별시 성북구 하월곡동 90-1,6398,127.0316,37.6071,1,지진실내구호소
111,서울특별시,성북구,숭곡중학교 운동장,서울특별시 성북구 종암로 208(하월곡동),2789,127.0316,37.608,1,지진실내구호소
112,서울특별시,성북구,숭곡초등학교 운동장,서울특별시 성북구 하월곡동 84-86,4106,127.0323,37.6084,1,지진실내구호소
113,서울특별시,성북구,숭인초등학교 운동장,서울특별시 성북구 하월곡동 222-4,2042,127.0388,37.6089,1,지진실내구호소
114,서울특별시,성북구,월곡중학교 운동장,서울특별시 성북구 상월곡동 35-1,2308,127.0481,37.6065,1,지진실내구호소
115,서울특별시,성북구,상길례 근린공원,"서울특별시 성북구 돌곶이로 220(장위동, 꿈의숲코오롱하늘채아파트)",4281,127.0453,37.6196,1,지진실내구호소
116,서울특별시,성북구,광운초등학교 운동장,서울특별시 성북구 장위동 128-0,4464,127.0546,37.6188,1,지진실내구호소
117,서울특별시,성북구,남대문중학교 운동장,서울특별시 성북구 한천로 660-30 (장위동),2734,127.0556,37.6183,1,지진실내구호소
118,서울특별시,성북구,월곡초등학교 운동장,서울특별시 성북구 장위동 246-194,4327,127.046,37.6097,1,지진실내구호소
119,서울특별시,성북구,장곡초등학교 운동장,서울특별시 성북구 장위동 235-0,2084,127.0481,37.6165,1,지진실내구호소
120,서울특별시,성북구,장월초등학교 운동장,서울특별시 성북구 장위동 316-0,1452,127.0468,37.622,1,지진실내구호소
121,서울특별시,성북구,장위중학교 운동장,서울특별시 성북구 장위동 231-623,2911,127.0409,37.6116,1,지진실내구호소
122,서울특별시,성북구,장위초등학교 운동장,서울특별시 성북구 장위동 68-8,3462,127.05,37.6116,1,지진실내구호소
123,서울특별시,성북구,의릉 주차장,서울특별시 성북구 석관동 333-1,1171,127.0585,37.6048,1,지진실내구호소
124,서울특별시,성북구,석계초등학교 운동장,서울특별시 성북구 석관동 27-3,2890,127.0696,37.608,1,지진실내구호소
125,서울특별시,성북구,석관고등학교 운동장,서울특별시 성북구 석관동 77-1,6064,127.0666,37.6089,1,지진실내구호소
126,서울특별시,성북구,석관중학교 운동장,서울특별시 성북구 석관동 88-2,4760,127.0665,37.6076,1,지진실내구호소
127,서울특별시,성북구,석관초등학교 운동장,서울특별시 성북구 석관동 205-0,2434,127.0589,37.6107,1,지진실내구호소
128,서울특별시,강북구,고갯마루공원,서울특별시 강북구 미아동 811-13,2185,127.0169,37.6164,1,지진실내구호소
129,서울특별시,강북구,구세군길 마을마당,서울특별시 강북구 미아동 791-1343,524,127.0147,37.6267,1,지진실내구호소
130,서울특별시,강북구,늘푸른공원,서울특별시 강북구 미아동 797-9,646,127.0196,37.6254,1,지진실내구호소
131,서울특별시,강북구,벽오산어린이공원,서울특별시 강북구 미아동 258-56,1250,127.0302,37.6276,1,지진실내구호소
132,서울특별시,강북구,세일어린이공원,서울특별시 강북구 미아동 162-1,849,127.0252,37.6335,1,지진실내구호소
133,서울특별시,강북구,솔샘어린이공원,서울특별시 강북구 솔샘로65길 19(미아동),1264.1,127.027,37.6181,1,지진실내구호소
134,서울특별시,강북구,송월어린이공원,서울특별시 강북구 미아동 89-6,807,127.0321,37.6161,1,지진실내구호소
135,서울특별시,강북구,오패어린이공원,서울특별시 강북구 미아동 258-236,993,127.0323,37.6223,1,지진실내구호소
136,서울특별시,강북구,운산어린이공원,서울특별시 강북구 미아동 165-3,995,127.0255,37.632,1,지진실내구호소
137,서울특별시,강북구,응달마루공원,서울특별시 강북구 미아동 860-116,866,127.0243,37.6182,1,지진실내구호소
138,서울특별시,강북구,청암어린이공원,서울특별시 강북구 미아동 776-17,579,127.0171,37.6241,1,지진실내구호소
139,서울특별시,강북구,체류지 마을마당(미아마을마당),서울특별시 강북구 오현로6길 106(미아동),1158,127.0329,37.6119,1,지진실내구호소
140,서울특별시,강북구,하늘어린이공원,서울특별시 강북구 미아동 791-3853,3268,127.0129,37.6245,1,지진실내구호소
141,서울특별시,강북구,한빛어린이공원,서울특별시 강북구 미아동 222-20,1055,127.0228,37.6277,1,지진실내구호소
142,서울특별시,강북구,미양초등학교 운동장,서울특별시 강북구 솔샘로 195(미아동),2660,127.0137,37.6208,1,지진실내구호소
143,서울특별시,강북구,삼각산고등학교 운동장,서울특별시 강북구 삼양로19길 40(미아동),1572,127.0204,37.6156,1,지진실내구호소
144,서울특별시,강북구,삼양초등학교 운동장,서울특별시 강북구 삼양로49길 17(미아동),3315,127.0167,37.6234,1,지진실내구호소
145,서울특별시,강북구,송중초등학교운동장,서울특별시 강북구 오현로 9(미아동),2495,127.0316,37.6168,1,지진실내구호소
146,서울특별시,강북구,영훈고등학교운동장,서울특별시 강북구 도봉로13가길 19(미아동),4975,127.0279,37.6139,1,지진실내구호소
147,서울특별시,강북구,창문여자고등학교운동장,서울특별시 강북구 월계로 61(미아동),2324,127.0366,37.6129,1,지진실내구호소
148,서울특별시,강북구,화계초등학교운동장,서울특별시 강북구 솔매로50가길 25(미아동),2135,127.0291,37.6238,1,지진실내구호소
149,서울특별시,강북구,강북구민운동장,서울특별시 강북구 오현로 187-25 (번동),6514,127.0372,37.6293,1,지진실내구호소
150,서울특별시,강북구,논골어린이공원,서울특별시 강북구 덕릉로41길 92(번동),845,127.028,37.6383,1,지진실내구호소
151,서울특별시,강북구,번남어린이공원,서울특별시 강북구 번동 447-1,1003,127.0249,37.6357,1,지진실내구호소
152,서울특별시,강북구,벌리어린이공원,서울특별시 강북구 번동 240,4083.5,127.0444,37.6275,1,지진실내구호소
153,서울특별시,강북구,벌말어린이공원,서울특별시 강북구 번동 235,4840,127.0398,37.6297,1,지진실내구호소
154,서울특별시,강북구,샛강어린이공원,서울특별시 강북구 번동 472-39,634,127.0329,37.6393,1,지진실내구호소
155,서울특별시,강북구,오얏골공원,서울특별시 강북구 번동 228,5070,127.0342,37.634,1,지진실내구호소
156,서울특별시,강북구,오현어린이공원,"서울특별시 강북구 한천로105길 23(번동, 번동1단지주공아파트)",3661,127.0464,37.6237,1,지진실내구호소
157,서울특별시,강북구,번동중학교운동장,서울특별시 강북구 오현로35길 87(번동),4356,127.0368,37.6321,1,지진실내구호소
158,서울특별시,강북구,번동초등학교운동장,서울특별시 강북구 오현로 204(번동),3329,127.0407,37.6289,1,지진실내구호소
159,서울특별시,강북구,수송중학교운동장,서울특별시 강북구 번동 456-1,4071,127.0333,37.6362,1,지진실내구호소
160,서울특별시,강북구,수송초등학교 운동장,서울특별시 강북구 한천로124길 14(번동),1005,127.0326,37.6367,1,지진실내구호소
161,서울특별시,강북구,오현초등학교운동장,서울특별시 강북구 월계로 221(번동),4045,127.0468,37.6231,1,지진실내구호소
162,서울특별시,강북구,보등골어린이공원,서울특별시 강북구 수유동 605-209,888,127.0183,37.635,1,지진실내구호소
163,서울특별시,강북구,상산어린이공원(플라터너스어린이공원),서울특별시 강북구 노해로8길 23(수유동),1006,127.0238,37.6383,1,지진실내구호소
164,서울특별시,강북구,새싹어린이공원,서울특별시 강북구 수유동 134-40,644,127.0195,37.6361,1,지진실내구호소
165,서울특별시,강북구,색동어린이공원,서울특별시 강북구 삼양로80나길 52(수유동),2172,127.0206,37.6331,1,지진실내구호소
166,서울특별시,강북구,소귀어린이공원,서울특별시 강북구 수유동 25-1,881,127.0186,37.6385,1,지진실내구호소
167,서울특별시,강북구,수유일공원(삼각산공원),서울특별시 강북구 수유동 605-389,2459,127.0171,37.6304,1,지진실내구호소
168,서울특별시,강북구,은모루어린이공원,서울특별시 강북구 도봉로95길 48(수유동),918,127.0268,37.6423,1,지진실내구호소
169,서울특별시,강북구,푸른공원,서울특별시 강북구 수유동 516-44,995,127.0084,37.6384,1,지진실내구호소
170,서울특별시,강북구,희망어린이공원(미루나무어린이공원),서울특별시 강북구 수유동 193-1,841,127.0244,37.6405,1,지진실내구호소
171,서울특별시,강북구,흰구름공원(수유2동근린공원),서울특별시 강북구 노해로23길 58(수유동),1092,127.0204,37.6457,1,지진실내구호소
172,서울특별시,강북구,강북중학교운동장,서울특별시 강북구 한천로150길 67(수유동),3312,127.0259,37.6447,1,지진실내구호소
173,서울특별시,강북구,서울인수초등학교운동장,서울특별시 강북구 인수봉로 269(수유동),1562,127.0102,37.6426,1,지진실내구호소
174,서울특별시,강북구,우이초등학교 운동장,서울특별시 강북구 삼양로99길 36(수유동),1105,127.0143,37.6383,1,지진실내구호소
175,서울특별시,강북구,혜화여자고등학교 운동장,서울특별시 강북구 인수봉로 127(수유동),2951,127.0131,37.6306,1,지진실내구호소
176,서울특별시,강북구,솔밭(근린)공원,서울특별시 강북구 삼양로 561(우이동),37911,127.0121,37.6521,1,지진실내구호소
177,서울특별시,강북구,강북구견인차량보관소(우이동 교통광장),서울특별시 강북구 우이동 산99-2,2395,127.0127,37.6635,1,지진실내구호소
178,서울특별시,강북구,우이제일교회 공터,서울특별시 강북구 삼양로163길 74(우이동),670,127.0098,37.6596,1,지진실내구호소
179,서울특별시,도봉구,도봉우체국 공개공지 휴게공원,서울특별시 도봉구 노해로 150(쌍문동),250,127.0268,37.6472,1,지진실내구호소
180,서울특별시,도봉구,덕성여자대학교 운동장,서울특별시 도봉구 삼양로144길 33(쌍문동),17434,127.0175,37.6499,1,지진실내구호소
181,서울특별시,도봉구,동북초등학교 운동장,서울특별시 도봉구 시루봉로 53(쌍문동),700,127.0262,37.6549,1,지진실내구호소
182,서울특별시,도봉구,백운중학교 운동장,서울특별시 도봉구 도봉로129길 50(쌍문동),1904,127.0359,37.6558,1,지진실내구호소
183,서울특별시,도봉구,신도봉중학교 운동장,서울특별시 도봉구 도봉로115길 16(쌍문동),3055,127.0333,37.6492,1,지진실내구호소
184,서울특별시,도봉구,쌍문초등학교 운동장,서울특별시 도봉구 우이천로 360(쌍문동),1420,127.0242,37.6486,1,지진실내구호소
185,서울특별시,도봉구,효문고등학교 운동장,서울특별시 도봉구 우이천로 432(쌍문동),2319,127.0177,37.6525,1,지진실내구호소
186,서울특별시,도봉구,개나리어린이공원,서울특별시 도봉구 방학동 638-12,372,127.0371,37.6673,1,지진실내구호소
187,서울특별시,도봉구,무궁화어린이공원,서울특별시 도봉구 방학동 655-31,479,127.0421,37.6678,1,지진실내구호소
188,서울특별시,도봉구,방학3동가로공원,서울특별시 도봉구 방학동 443,363,127.0275,37.6634,1,지진실내구호소
189,서울특별시,도봉구,사슴어린이공원,서울특별시 도봉구 방학동 681-13,466,127.0417,37.6644,1,지진실내구호소
190,서울특별시,도봉구,샘말어린이공원,서울특별시 도봉구 방학동 611-5,400,127.0315,37.6684,1,지진실내구호소
191,서울특별시,도봉구,생잇들어린이공원,서울특별시 도봉구 방학동 644-28,729,127.0391,37.6689,1,지진실내구호소
192,서울특별시,도봉구,소망어린이공원,서울특별시 도봉구 방학동 694-9,570,127.0369,37.6635,1,지진실내구호소
193,서울특별시,도봉구,원당샘공원,서울특별시 도봉구 해등로32가길 16(방학동),2150,127.0222,37.6608,1,지진실내구호소
194,서울특별시,도봉구,문화고등학교 운동장,서울특별시 도봉구 마들로 598(방학동),6777,127.0476,37.6632,1,지진실내구호소
195,서울특별시,종로구,운현초등학교 운동장,서울특별시 종로구 삼일대로 460(운니동),2300,126.9883,37.5757,1,지진실내구호소
196,서울특별시,종로구,교동초등학교 운동장,서울특별시 종로구 삼일대로 446(경운동),2600,126.9876,37.5747,1,지진실내구호소
197,서울특별시,종로구,탑골공원,서울특별시 종로구 종로 99(종로2가),9300,126.9882,37.5713,1,지진실내구호소
198,서울특별시,종로구,삼청공원,서울특별시 종로구 북촌로 134-1 (삼청동),378440,126.9839,37.5879,1,지진실내구호소
199,서울특별시,종로구,덕성여자고등학교 운동장,서울특별시 종로구 안국동 34,3560,126.9826,37.5779,1,지진실내구호소
200,서울특별시,종로구,덕성여자중학교 운동장,서울특별시 종로구 율곡로3길 49(송현동),2560,126.9821,37.5778,1,지진실내구호소
201,서울특별시,종로구,재동초등학교 운동장,서울특별시 종로구 북촌로4길 7(가회동),3357,126.9855,37.5795,1,지진실내구호소
202,서울특별시,종로구,대동세무고등학교 운동장,서울특별시 종로구 계동길 84-10 (계동),4257,126.9878,37.5811,1,지진실내구호소
203,서울특별시,종로구,중앙고등학교 운동장,서울특별시 종로구 창덕궁길 164(계동),10218,126.9869,37.5854,1,지진실내구호소
204,서울특별시,종로구,원서공원,서울특별시 종로구 원서동 206-4,767,126.9885,37.5782,1,지진실내구호소
205,서울특별시,종로구,연지공원,서울특별시 종로구 연지동 1-38,7895,127.0007,37.5757,1,지진실내구호소
206,서울특별시,종로구,효제초등학교 운동장,서울특별시 종로구 대학로 12(효제동),5794,127.003,37.5726,1,지진실내구호소
207,서울특별시,종로구,동대문성곽공원(흥인지문공원),서울특별시 종로구 종로6가 70,9400,127.0088,37.5719,1,지진실내구호소
208,서울특별시,종로구,서울사대부설여자중학교 운동장,서울특별시 종로구 대학로 64(이화동),4476,127.0034,37.5774,1,지진실내구호소
209,서울특별시,종로구,낙산공원,서울특별시 종로구 낙산1길 28-18 (동숭동),577,127.0067,37.5798,1,지진실내구호소
210,서울특별시,종로구,올림픽기념국민생활관,서울특별시 종로구 성균관로 91(혜화동),1402,126.9988,37.5901,1,지진실내구호소
