0,시도명,시군구명,시설명,상세주소,시설면적,경도,위도,구분,구분명
753,서울특별시,은평구,선정고등학교 운동장,서울특별시 은평구 갈현동 227-5,28574,126.9088,37.618,1,지진실내구호소
754,서울특별시,은평구,구산중학교 운동장,서울특별시 은평구 구산동 182-45,4680,126.9091,37.6092,1,지진실내구호소
755,서울특별시,은평구,구산초등학교 운동장,서울특별시 은평구 구산동 145-2,8588,126.9095,37.6123,1,지진실내구호소
756,서울특별시,은평구,예일여자고등학교 운동장,서울특별시 은평구 연서로 117(구산동),6569,126.9152,37.6101,1,지진실내구호소
757,서울특별시,은평구,은평고등학교 운동장,서울특별시 은평구 갈현로15길 47(구산동),1350,126.9061,37.6089,1,지진실내구호소
758,서울특별시,은평구,은평중학교  운동장,서울특별시 은평구 구산동 182-44,6612,126.9092,37.6104,1,지진실내구호소
759,서울특별시,은평구,대조공원,서울특별시 은평구 대조동 212-0,3294,126.9198,37.6154,1,지진실내구호소
760,서울특별시,은평구,대은초등학교 운동장,서울특별시 은평구 통일로69길 12-15 (대조동),9366,126.9262,37.6116,1,지진실내구호소
761,서울특별시,은평구,대조초등학교 운동장,서울특별시 은평구 대조동 212-1,14207,126.9195,37.6126,1,지진실내구호소
762,서울특별시,은평구,동명여자고등학교 운동장,서울특별시 은평구 대조동 91-20,30554,126.9239,37.6139,1,지진실내구호소
763,서울특별시,은평구,응암9어린이공원,서울특별시 은평구 응암동 761-3,2254,126.9229,37.5868,1,지진실내구호소
764,서울특별시,은평구,응암어린이공원,서울특별시 은평구 은평로11길 10(응암동),836,126.9235,37.6016,1,지진실내구호소
765,서울특별시,은평구,참다래어린이공원,서울특별시 은평구 응암동 120-22,860,126.9173,37.5953,1,지진실내구호소
766,서울특별시,은평구,신진과학기술고등학교 운동장,서울특별시 은평구 응암동 114-1,2478,126.9181,37.5984,1,지진실내구호소
767,서울특별시,은평구,연은초등학교 운동장,서울특별시 은평구 백련산로2길 35(응암동),889,126.9251,37.5901,1,지진실내구호소
768,서울특별시,은평구,영락중학교 운동장,"서울특별시 은평구 백련산로 126-2 (응암동, )",3240,126.9252,37.5963,1,지진실내구호소
769,서울특별시,은평구,은명초등학교 운동장,서울특별시 은평구 은평로4길 21-9 (응암동),1920,126.9186,37.5973,1,지진실내구호소
770,서울특별시,은평구,은평문화예술정보학교 운동장,서울특별시 은평구 가좌로 208(응암동),1000,126.919,37.5892,1,지진실내구호소
771,서울특별시,은평구,응암초등학교 운동장,서울특별시 은평구 가좌로6길 20(응암동),2000,126.921,37.5882,1,지진실내구호소
772,서울특별시,은평구,충암초중고등학교 운동장,서울특별시 은평구 가좌로5길 5(응암동),9300,126.9214,37.5855,1,지진실내구호소
773,서울특별시,은평구,역말어린이공원,서울특별시 은평구 역촌동 47-1,944,126.914,37.6068,1,지진실내구호소
774,서울특별시,은평구,새락골어린이공원,서울특별시 은평구 신사동 5-21,538,126.9111,37.5989,1,지진실내구호소
775,서울특별시,은평구,신흥어린이공원,서울특별시 은평구 신사동 31-2,696,126.9118,37.596,1,지진실내구호소
776,서울특별시,은평구,덕산중학교 운동장,서울특별시 은평구 가좌로 400(신사동),3411,126.9041,37.6016,1,지진실내구호소
777,서울특별시,은평구,상신중학교 운동장,서울특별시 은평구 신사동 141-0,2188,126.9063,37.59,1,지진실내구호소
778,서울특별시,은평구,상신초등학교 운동장,서울특별시 은평구 가좌로 361(신사동),1973,126.905,37.5977,1,지진실내구호소
779,서울특별시,은평구,서신초등학교 운동장,서울특별시 은평구 은평터널로 150(신사동),1092,126.9072,37.5921,1,지진실내구호소
780,서울특별시,은평구,신사초등학교 운동장,서울특별시 은평구 신사동 98-32,1555,126.9123,37.5927,1,지진실내구호소
781,서울특별시,은평구,분토골공원,서울특별시 은평구 증산동 163-34,1360,126.9116,37.5867,1,지진실내구호소
782,서울특별시,은평구,시루뫼어린이공원,서울특별시 은평구 증산동 185-1,852,126.9065,37.5828,1,지진실내구호소
783,서울특별시,은평구,증산중학교 운동장,서울특별시 은평구 증산로5길 27-30 (증산동),3781,126.9043,37.5835,1,지진실내구호소
784,서울특별시,은평구,증산초등학교 운동장,서울특별시 은평구 증산서길 61(증산동),2224,126.9048,37.5821,1,지진실내구호소
785,서울특별시,은평구,금암문화공원(은평뉴타운 제1호 문화공원),서울특별시 은평구 진관동 53-5,6587,126.918,37.6442,1,지진실내구호소
786,서울특별시,은평구,기자촌근린공원,서울특별시 은평구 진관동 산106-17,128954,126.9362,37.6344,1,지진실내구호소
787,서울특별시,은평구,신도초등학교 운동장,서울특별시 은평구 진관1로 77-23 (진관동),1583,126.9289,37.6325,1,지진실내구호소
788,서울특별시,은평구,은빛초등학교 운동장,서울특별시 은평구 진관3로 73-17 (진관동),1512,126.9191,37.6422,1,지진실내구호소
789,서울특별시,은평구,은진초등학교 운동장,서울특별시 은평구 진관동 231-11,2000,126.9214,37.6329,1,지진실내구호소
790,서울특별시,은평구,진관중학교 운동장,서울특별시 은평구 진관4로 36(진관동),1960,126.926,37.6438,1,지진실내구호소
791,서울특별시,은평구,진관초등학교 운동장,서울특별시 은평구 진관동 14-22,1830,126.9294,37.6448,1,지진실내구호소
792,서울특별시,서대문구,인창고등학교운동장,서울특별시 서대문구 경기대로 65(충정로2가),10537,126.9636,37.565,1,지진실내구호소
793,서울특별시,서대문구,인창중학교 운동장,서울특별시 서대문구 충정로2가 70-0,10464,126.9636,37.565,1,지진실내구호소
794,서울특별시,서대문구,미동초등학교 운동장,서울특별시 서대문구 충정로 52(미근동),1529,126.9658,37.5628,1,지진실내구호소
795,서울특별시,서대문구,감리교신학대 운동장,서울특별시 서대문구 냉천동 31,846,126.963,37.5671,1,지진실내구호소
796,서울특별시,서대문구,금화초등학교 운동장,서울특별시 서대문구 통일로 165(천연동),886,126.9632,37.5685,1,지진실내구호소
797,서울특별시,서대문구,동명여자중학교 운동장,서울특별시 서대문구 천연동 31-1,2000,126.9623,37.5683,1,지진실내구호소
798,서울특별시,서대문구,독립문문화공원,서울특별시 서대문구 영천동 263,2600,126.9603,37.5715,1,지진실내구호소
799,서울특별시,서대문구,서대문독립공원,서울특별시 서대문구 독립문공원길 80(현저동),103713,126.9561,37.574,1,지진실내구호소
800,서울특별시,서대문구,북성초등학교 운동장,서울특별시 서대문구 북아현로1나길 22(북아현동),3300,126.952,37.559,1,지진실내구호소
801,서울특별시,서대문구,중앙여자고등학교 운동장,서울특별시 서대문구 북아현로11가길 7(북아현동),5150,126.9532,37.562,1,지진실내구호소
802,서울특별시,서대문구,한성중고등학교 운동장,서울특별시 서대문구 북아현동 170-1,12625,126.9545,37.5603,1,지진실내구호소
803,서울특별시,서대문구,문화소공원,서울특별시 서대문구 홍제동 280-2,1456,126.9488,37.5945,1,지진실내구호소
804,서울특별시,서대문구,고은초등학교 운동장,서울특별시 서대문구 모래내로 441(홍제동),954,126.9436,37.5847,1,지진실내구호소
805,서울특별시,서대문구,서울여자간호대학교 운동장,서울특별시 서대문구 간호대로 38(홍제동),4534,126.9473,37.5975,1,지진실내구호소
806,서울특별시,서대문구,안산초등학교 운동장,서울특별시 서대문구 통일로 321(홍제동),1931,126.9516,37.5793,1,지진실내구호소
807,서울특별시,서대문구,인왕중학교 운동장,서울특별시 서대문구 세검정로4길 69(홍제동),3934,126.9525,37.5928,1,지진실내구호소
808,서울특별시,서대문구,인왕초등학교 운동장,서울특별시 서대문구 세무서길 33-9 (홍제동),3596,126.9451,37.5904,1,지진실내구호소
809,서울특별시,서대문구,홍은초등학교 운동장,서울특별시 서대문구 세검정로 105(홍제동),1299,126.9496,37.5972,1,지진실내구호소
810,서울특별시,서대문구,신촌역 동측광장 공영주차장,서울특별시 서대문구 대현동 121-19,2000,126.943,37.5593,1,지진실내구호소
811,서울특별시,서대문구,대신초등학교 운동장,서울특별시 서대문구 이화여대2길 27(대현동),1011,126.9474,37.5576,1,지진실내구호소
812,서울특별시,서대문구,이화금란고등학교 운동장,서울특별시 서대문구 성산로 560(대신동),3288,126.9471,37.5656,1,지진실내구호소
813,서울특별시,서대문구,이화금란중학교 운동장,서울특별시 서대문구 성산로 560(대신동),8514,126.944,37.5626,1,지진실내구호소
814,서울특별시,서대문구,연세대학교 운동장,서울특별시 서대문구 연세로 50(신촌동),12645,126.9334,37.5622,1,지진실내구호소
815,서울특별시,서대문구,창서초등학교 운동장,서울특별시 서대문구 연세로5나길 30-3 (창천동),2874,126.934,37.5575,1,지진실내구호소
816,서울특별시,서대문구,서연중학교 운동장,서울특별시 서대문구 연희로11마길 9-6 (연희동),1581,126.9278,37.5682,1,지진실내구호소
817,서울특별시,서대문구,신연중학교 운동장,서울특별시 서대문구 모래내로 408(연희동),4537,126.9399,37.5833,1,지진실내구호소
818,서울특별시,서대문구,연북중학교 운동장,서울특별시 서대문구 연희로36길 32(연희동),6087,126.9375,37.5776,1,지진실내구호소
819,서울특별시,서대문구,연희초등학교 운동장,서울특별시 서대문구 연희로 136(연희동),1257,126.9335,37.569,1,지진실내구호소
820,서울특별시,서대문구,명지고등학교 운동장,서울특별시 서대문구 명지2길 56(홍은동),3624,126.927,37.584,1,지진실내구호소
821,서울특별시,서대문구,명지전문대 운동장,서울특별시 서대문구 가좌로 134(홍은동),4556,126.9253,37.5837,1,지진실내구호소
822,서울특별시,양천구,태양어린이공원,서울특별시 양천구 오목로3길 34(신월동),998,126.8385,37.5244,1,지진실내구호소
823,서울특별시,양천구,한울근린공원,서울특별시 양천구 지양로7길 27-5 (신월동),313,126.8321,37.5198,1,지진실내구호소
824,서울특별시,양천구,신월1동휴게공간(마을마당),서울특별시 양천구 곰달래로3길 13(신월동),1396,126.8331,37.5306,1,지진실내구호소
825,서울특별시,양천구,강서초등학교 운동장,서울특별시 양천구 신월동 441-0,3927,126.8404,37.5221,1,지진실내구호소
826,서울특별시,양천구,강신중학교 운동장,서울특별시 양천구 신월동 1010-0,4542,126.8391,37.5143,1,지진실내구호소
827,서울특별시,양천구,강신초등학교 운동장,서울특별시 양천구 신월동 6-7,2570,126.8292,37.5425,1,지진실내구호소
828,서울특별시,양천구,강월초등학교 운동장,서울특별시 양천구 신월동 987-3,4528,126.8341,37.516,1,지진실내구호소
829,서울특별시,양천구,신강초등학교 운동장,서울특별시 양천구 신월동 448-5,2706,126.8416,37.5258,1,지진실내구호소
830,서울특별시,양천구,신남중학교 운동장,서울특별시 양천구 신월동 609-7,2227,126.8478,37.5204,1,지진실내구호소
831,서울특별시,양천구,신남초등학교 운동장,서울특별시 양천구 신월동 587-0,3778,126.8447,37.5159,1,지진실내구호소
832,서울특별시,양천구,신원초등학교 운동장,서울특별시 양천구 신월동 202-1,2560,126.8304,37.5296,1,지진실내구호소
833,서울특별시,양천구,신월중학교 운동장,서울특별시 양천구 신월동 17-6,6489,126.8289,37.5404,1,지진실내구호소
834,서울특별시,양천구,신화중학교 운동장,서울특별시 양천구 신월동 17-7,3665,126.83,37.5405,1,지진실내구호소
835,서울특별시,양천구,양강중학교 운동장,서울특별시 양천구 신월동 499-2,6924,126.8495,37.5243,1,지진실내구호소
836,서울특별시,양천구,양강초등학교 운동장,서울특별시 양천구 신월동 495-1,4472,126.8481,37.5239,1,지진실내구호소
837,서울특별시,양천구,양서중학교 운동장,서울특별시 양천구 신월동 169-4,2109,126.8295,37.5328,1,지진실내구호소
838,서울특별시,양천구,양천중학교 운동장,서울특별시 양천구 신월동 948-0,3463,126.8308,37.5201,1,지진실내구호소
839,서울특별시,강서구,백합공원,서울특별시 강서구 염창동 267-24,852,126.8693,37.5511,1,지진실내구호소
840,서울특별시,강서구,서울염창초등학교 운동장,서울특별시 강서구 양천로 646-28 (염창동),3649,126.8679,37.5528,1,지진실내구호소
841,서울특별시,강서구,염경중학교 운동장,서울특별시 강서구 염창동 79-8,2352,126.8708,37.5542,1,지진실내구호소
842,서울특별시,강서구,염경초등학교운동장,서울특별시 강서구 양천로69길 49(염창동),1566,126.8713,37.5546,1,지진실내구호소
843,서울특별시,강서구,염창중학교 운동장,서울특별시 강서구 양천로67가길 83(염창동),3663,126.8719,37.5535,1,지진실내구호소
844,서울특별시,강서구,능안공원,서울특별시 강서구 등촌로39마길 3(등촌동),707,126.86,37.5464,1,지진실내구호소
845,서울특별시,강서구,등마루공원,서울특별시 강서구 등촌동 641-5,969,126.8573,37.556,1,지진실내구호소
846,서울특별시,강서구,등촌근린공원,서울특별시 강서구 강서로62길 35(등촌동),10052,126.8417,37.5633,1,지진실내구호소
847,서울특별시,강서구,백석어린이공원,서울특별시 강서구 등촌동 646-41,928,126.8635,37.5526,1,지진실내구호소
848,서울특별시,강서구,새나라공원,서울특별시 강서구 등촌동 707-2,1563,126.852,37.5615,1,지진실내구호소
849,서울특별시,강서구,서낭당근린공원,서울특별시 강서구 공항대로43길 46(등촌동),10249,126.8499,37.5585,1,지진실내구호소
850,서울특별시,강서구,원당근린공원,서울특별시 강서구 강서로56길 49(등촌동),10096,126.842,37.5597,1,지진실내구호소
851,서울특별시,강서구,등마초등학교 운동장,서울특별시 강서구 등촌동 718-0,2627,126.862,37.5419,1,지진실내구호소
852,서울특별시,강서구,등명중학교 운동장,서울특별시 강서구 공항대로39길 39(등촌동),4099,126.8431,37.5596,1,지진실내구호소
853,서울특별시,강서구,등원중학교 운동장,서울특별시 강서구 화곡로65길 50(등촌동),2838,126.8513,37.5593,1,지진실내구호소
854,서울특별시,강서구,등촌고등학교 운동장,서울특별시 강서구 공항대로39길 115(등촌동),3104,126.8444,37.5625,1,지진실내구호소
855,서울특별시,강서구,등촌중학교운동장,서울특별시 강서구 등촌동 534-9,6692,126.8598,37.5518,1,지진실내구호소
856,서울특별시,강서구,등촌초등학교운동장,서울특별시 강서구 등촌동 520-4,4356,126.8583,37.5476,1,지진실내구호소
857,서울특별시,강서구,등현초등학교운동장,서울특별시 강서구 등촌동 702-5,1980,126.8478,37.561,1,지진실내구호소
858,서울특별시,강서구,마포고등학교 운동장,서울특별시 강서구 화곡로 403(등촌동),6399,126.8528,37.5589,1,지진실내구호소
859,서울특별시,강서구,백석중학교 운동장,서울특별시 강서구 등촌로51나길 35(등촌동),1658,126.8593,37.548,1,지진실내구호소
860,서울특별시,강서구,백석초등학교운동장,서울특별시 강서구 등촌동 650-14,3409,126.862,37.5532,1,지진실내구호소
861,서울특별시,강서구,서울등명초등학교 운동장,서울특별시 강서구 강서로56나길 34(등촌동),3032,126.842,37.5604,1,지진실내구호소
862,서울특별시,강서구,서울등양초등학교 운동장,서울특별시 강서구 강서로56나길 140(등촌동),3437,126.8446,37.5646,1,지진실내구호소
863,서울특별시,강서구,서울등원초등학교 운동장,서울특별시 강서구 화곡로65길 90(등촌동),2207,126.8496,37.5603,1,지진실내구호소
864,서울특별시,강서구,영일고등학교 운동장,서울특별시 강서구 등촌로51가길 26(등촌동),2332,126.8617,37.5479,1,지진실내구호소
865,서울특별시,강서구,유석초등학교 운동장,서울특별시 강서구 화곡로69길 9(등촌동),2503,126.8536,37.5605,1,지진실내구호소
866,서울특별시,강서구,골말어린이공원,서울특별시 강서구 곰달래로45길 17(화곡동),977,126.8561,37.5332,1,지진실내구호소
867,서울특별시,강서구,구름공원,서울특별시 강서구 화곡동 98-22,833,126.844,37.5433,1,지진실내구호소
868,서울특별시,강서구,까치어린이공원,서울특별시 강서구 화곡동 354-14,1193,126.8418,37.5334,1,지진실내구호소
869,서울특별시,강서구,꿈돌이 어린이공원,서울특별시 강서구 화곡로 234(화곡동),1549,126.8453,37.5459,1,지진실내구호소
870,서울특별시,강서구,노을 공원,서울특별시 강서구 화곡동 105-194,999,126.8439,37.5398,1,지진실내구호소
871,서울특별시,강서구,능골공원,서울특별시 강서구 화곡동 468-1,997,126.8552,37.5367,1,지진실내구호소
872,서울특별시,강서구,달빛공원,서울특별시 강서구 화곡동 783-1,976,126.8629,37.5311,1,지진실내구호소
873,서울특별시,강서구,더부리어린이공원,서울특별시 강서구 화곡동 339-19,1364,126.8467,37.5348,1,지진실내구호소
874,서울특별시,강서구,두레어린이공원,서울특별시 강서구 강서로8길 203(화곡동),986,126.8593,37.5312,1,지진실내구호소
875,서울특별시,강서구,뜸부기공원,서울특별시 강서구 화곡동 845-19,998,126.8569,37.5301,1,지진실내구호소
876,서울특별시,강서구,모태어린이공원,서울특별시 강서구 화곡동 892-17,1003,126.8495,37.5295,1,지진실내구호소
877,서울특별시,강서구,무지개어린이공원,서울특별시 강서구 화곡동 806-10,976,126.8612,37.5339,1,지진실내구호소
878,서울특별시,강서구,미리내공원,서울특별시 강서구 화곡동 1008-32,968,126.8347,37.5476,1,지진실내구호소
879,서울특별시,강서구,바탕골공원,서울특별시 강서구 강서로45다길 74(화곡동),887,126.8347,37.5445,1,지진실내구호소
880,서울특별시,강서구,배다리공원,서울특별시 강서구 화곡동 341-24,1630,126.8482,37.5321,1,지진실내구호소
881,서울특별시,강서구,볏골어린이공원,서울특별시 강서구 까치산로4길 22(화곡동),4163,126.8443,37.5414,1,지진실내구호소
882,서울특별시,강서구,소나무 공원,서울특별시 강서구 까치산로15길 17(화곡동),876,126.8478,37.547,1,지진실내구호소
883,서울특별시,강서구,솔뫼공원,서울특별시 강서구 가로공원로77길 30(화곡동),2097,126.8384,37.5378,1,지진실내구호소
884,서울특별시,강서구,수명어린이공원,서울특별시 강서구 화곡로15길 18(화곡동),880,126.8344,37.5408,1,지진실내구호소
885,서울특별시,강서구,안골어린이공원,서울특별시 강서구 강서로18아길 15-9 (화곡동),2382,126.8508,37.5357,1,지진실내구호소
886,서울특별시,강서구,역말어린이공원,서울특별시 강서구 화곡로44가길 52-4 (화곡동),1493,126.8487,37.5496,1,지진실내구호소
887,서울특별시,강서구,천사어린이공원,서울특별시 강서구 화곡동 1139-1,2395,126.8329,37.5469,1,지진실내구호소
888,서울특별시,강서구,큰별공원,서울특별시 강서구 화곡동 46-41,1081,126.8489,37.5444,1,지진실내구호소
889,서울특별시,강서구,필마공원,"서울특별시 강서구 곰달래로15가길 34-14 (화곡동, 동양주택)",1056,126.8387,37.5315,1,지진실내구호소
890,서울특별시,강서구,하마터어린이공원,서울특별시 강서구 곰달래로36길 22(화곡동),1026,126.8536,37.53,1,지진실내구호소
891,서울특별시,강서구,호돌이공원,서울특별시 강서구 화곡동 906-26,661,126.8459,37.5282,1,지진실내구호소
892,서울특별시,강서구,등서초등학교 운동장,서울특별시 강서구 화곡동 1130-4,5052,126.8548,37.5515,1,지진실내구호소
893,서울특별시,강서구,신곡초등학교운동장,서울특별시 강서구 화곡동 476-42,3100,126.8558,37.5386,1,지진실내구호소
894,서울특별시,강서구,신월초등학교운동장,서울특별시 강서구 화곡동 1080,5182,126.8391,37.5399,1,지진실내구호소
895,서울특별시,강서구,신정고등학교 운동장,서울특별시 강서구 등촌로13아길 20(화곡동),3561,126.8573,37.5379,1,지진실내구호소
896,서울특별시,강서구,신정초등학교운동장,서울특별시 강서구 화곡동 869-42,17322,126.8526,37.5324,1,지진실내구호소
897,서울특별시,강서구,우장초등학교운동장,서울특별시 강서구 화곡동 18-5,2375,126.8463,37.5488,1,지진실내구호소
898,서울특별시,강서구,월정초등학교운동장,서울특별시 강서구 화곡동 374-1,3336,126.8363,37.5344,1,지진실내구호소
899,서울특별시,강서구,한광고등학교 운동장,서울특별시 강서구 등촌로13길 110(화곡동),2652,126.8584,37.5384,1,지진실내구호소
900,서울특별시,강서구,화곡초등학교운동장,서울특별시 강서구 화곡동 24-266,5290,126.8461,37.5432,1,지진실내구호소
901,서울특별시,강서구,화원중학교운동장,서울특별시 강서구 화곡동 351-94,2230,126.8422,37.5365,1,지진실내구호소
902,서울특별시,강서구,공암나루근린공원,서울특별시 강서구 강서로80길 117(가양동),24176,126.8497,37.5704,1,지진실내구호소
903,서울특별시,강서구,나들이공원,서울특별시 강서구 가양동 1459-1,1496,126.8442,37.5718,1,지진실내구호소
904,서울특별시,강서구,허준근린공원,서울특별시 강서구 허준로5길 42(가양동),29844,126.8524,37.5678,1,지진실내구호소
905,서울특별시,강서구,황금내근린공원,서울특별시 강서구 양천로61길 101(가양동),29048,126.8637,37.562,1,지진실내구호소
906,서울특별시,강서구,가양초등학교운동장,서울특별시 강서구 가양동 1484,3169,126.8593,37.5615,1,지진실내구호소
907,서울특별시,강서구,경서중학교 운동장,서울특별시 강서구 양천로59길 31(가양동),2834,126.8588,37.5608,1,지진실내구호소
908,서울특별시,강서구,동양고등학교 운동장,서울특별시 강서구 허준로 50(가양동),3077,126.8477,37.5688,1,지진실내구호소
909,서울특별시,강서구,서울시교육청학생교육원(구.공진중학교),서울특별시 강서구 양천로55길 56(가양동),2424,126.8507,37.5662,1,지진실내구호소
910,서울특별시,강서구,서울탑산초등학교 운동장,서울특별시 강서구 허준로 109(가양동),2379,126.8524,37.5666,1,지진실내구호소
911,서울특별시,강서구,성재중학교 운동장,서울특별시 강서구 허준로 36(가양동),3304,126.846,37.5692,1,지진실내구호소
912,서울특별시,강서구,세현고등학교 운동장,서울특별시 강서구 허준로 227(가양동),1857,126.864,37.56,1,지진실내구호소
913,서울특별시,강서구,양천초등학교운동장,서울특별시 강서구 가양동 272-11,11450,126.8397,37.5698,1,지진실내구호소
914,서울특별시,강서구,영등포공업고등학교 운동장,서울특별시 강서구 허준로5길 15(가양동),3168,126.8502,37.5693,1,지진실내구호소
915,서울특별시,강서구,마곡하늬공원,서울특별시 강서구 마곡서로 13(마곡동),20078,126.821,37.5569,1,지진실내구호소
916,서울특별시,강서구,개화초등학교운동장,서울특별시 강서구 마곡동 501,2380,126.8044,37.5734,1,지진실내구호소
917,서울특별시,강서구,마곡중학교 운동장,서울특별시 강서구 마곡중앙5로 58(마곡동),2310,126.8213,37.5674,1,지진실내구호소
918,서울특별시,강서구,서울공진초등학교 운동장,서울특별시 강서구 마곡서로 33(마곡동),2479,126.8231,37.5578,1,지진실내구호소
919,서울특별시,강서구,서울공항초등학교 운동장,서울특별시 강서구 마곡서1로 68(마곡동),2316,126.8217,37.5626,1,지진실내구호소
920,서울특별시,서대문구,명지중학교 운동장,서울특별시 서대문구 명지2길 56(홍은동),738,126.9271,37.584,1,지진실내구호소
921,서울특별시,서대문구,정원여자중학교 운동장,서울특별시 서대문구 연희로37안길 51(홍은동),813,126.9331,37.5853,1,지진실내구호소
922,서울특별시,서대문구,홍연초등학교 운동장,서울특별시 서대문구 백련사길 55(홍은동),560,126.931,37.5815,1,지진실내구호소
923,서울특별시,서대문구,홍은중학교 운동장,서울특별시 서대문구 연희로41길 94(홍은동),586,126.9353,37.5922,1,지진실내구호소
924,서울특별시,서대문구,홍제초등학교 운동장,서울특별시 서대문구 홍은중앙로 13(홍은동),639,126.9449,37.5931,1,지진실내구호소
925,서울특별시,서대문구,나비울어린이공원,서울특별시 서대문구 북가좌동 168-32,6653,126.91,37.5747,1,지진실내구호소
926,서울특별시,서대문구,은가어린이공원,서울특별시 서대문구 북가좌동 3-39,1312,126.9194,37.5827,1,지진실내구호소
927,서울특별시,서대문구,중앙근린공원,서울특별시 서대문구 북가좌동 105-8,10856,126.9138,37.575,1,지진실내구호소
928,서울특별시,서대문구,가재울고등학교 운동장,서울특별시 서대문구 수색로 100-35 (북가좌동),888,126.9092,37.5739,1,지진실내구호소
929,서울특별시,서대문구,북가좌초등학교 운동장,서울특별시 서대문구 거북골로19길 20(북가좌동),2544,126.9079,37.5781,1,지진실내구호소
930,서울특별시,서대문구,가재울어린이공원,서울특별시 서대문구 남가좌동 123,9125,126.9104,37.5824,1,지진실내구호소
931,서울특별시,서대문구,모래내쉼터,서울특별시 서대문구 남가좌동 382-12,1386,126.9165,37.5705,1,지진실내구호소
932,서울특별시,서대문구,가재울초등학교 운동장,서울특별시 서대문구 남가좌동 164-1,2215,126.9183,37.5734,1,지진실내구호소
933,서울특별시,서대문구,명지대학교 운동장,서울특별시 서대문구 거북골로 34(남가좌동),3315,126.9226,37.5802,1,지진실내구호소
934,서울특별시,서대문구,연가초등학교 운동장,서울특별시 서대문구 증가로12가길 49-50 (남가좌동),2401,126.9181,37.5797,1,지진실내구호소
935,서울특별시,서대문구,연희중학교 운동장,서울특별시 서대문구 증가로 170(남가좌동),3290,126.9189,37.5791,1,지진실내구호소
936,서울특별시,마포구,쌍룡산어린이공원,서울특별시 마포구 아현동 769,647,126.9507,37.5522,1,지진실내구호소
937,서울특별시,마포구,아현녹지쉼터,서울특별시 마포구 아현동 704-0,6745,126.9627,37.557,1,지진실내구호소
938,서울특별시,마포구,소의초등학교 운동장,서울특별시 마포구 마포대로24길 42(아현동),2722,126.9611,37.5521,1,지진실내구호소
939,서울특별시,마포구,아현중학교 운동장,서울특별시 마포구 마포대로 247(아현동),4596,126.9571,37.5564,1,지진실내구호소
940,서울특별시,마포구,아현초등학교 운동장,서울특별시 마포구 굴레방로 6(아현동),4191,126.9569,37.5552,1,지진실내구호소
941,서울특별시,마포구,공덕역어린이공원,서울특별시 마포구 공덕동 467-1,2435,126.9512,37.545,1,지진실내구호소
942,서울특별시,마포구,큰더기어린이공원,서울특별시 마포구 공덕동 470-1,1514,126.9532,37.5505,1,지진실내구호소
943,서울특별시,마포구,공덕소공원(법원및쉼터),서울특별시 마포구 공덕동 475-1,689,126.9545,37.5484,1,지진실내구호소
944,서울특별시,마포구,공덕초등학교 운동장,서울특별시 마포구 만리재옛길 13(공덕동),5141,126.9541,37.5457,1,지진실내구호소
945,서울특별시,마포구,도화소어린이공원,서울특별시 마포구 토정로37길 22(도화동),2098,126.9454,37.541,1,지진실내구호소
946,서울특별시,마포구,삼개어린이공원,서울특별시 마포구 토정로37길 12(도화동),2314,126.9451,37.5406,1,지진실내구호소
947,서울특별시,마포구,마포초등학교 운동장,서울특별시 마포구 도화2길 64(도화동),2077,126.9495,37.5379,1,지진실내구호소
948,서울특별시,마포구,토정어린이공원,서울특별시 마포구 용강동 63-1,1965,126.9433,37.5406,1,지진실내구호소
949,서울특별시,마포구,마포어린이공원,서울특별시 마포구 마포대로4다길 30(마포동),1193,126.9437,37.5356,1,지진실내구호소
950,서울특별시,마포구,용강쉼터,서울특별시 마포구 대흥동 804-2,673,126.9406,37.5486,1,지진실내구호소
951,서울특별시,마포구,이대녹지쉼터,서울특별시 마포구 대흥동 2-1,767,126.9463,37.5564,1,지진실내구호소
952,서울특별시,마포구,숭문중고등학교 운동장,서울특별시 마포구 숭문길 99(대흥동),8782,126.9457,37.5515,1,지진실내구호소
953,서울특별시,마포구,용강초등학교 운동장,서울특별시 마포구 백범로17길 9(대흥동),3588,126.9437,37.5485,1,지진실내구호소
954,서울특별시,마포구,염리초등학교 운동장,서울특별시 마포구 토정로37길 37(염리동),2997,126.9457,37.5423,1,지진실내구호소
955,서울특별시,마포구,한서초등학교 운동장,서울특별시 마포구 대흥로24바길 27(염리동),2571,126.9491,37.5533,1,지진실내구호소
956,서울특별시,마포구,창천초등학교 운동장,서울특별시 마포구 백범로1길 56(노고산동),3544,126.9395,37.5544,1,지진실내구호소
957,서울특별시,마포구,경남아너스빌쉼터,서울특별시 마포구 신수동 456-1,624,126.9336,37.5488,1,지진실내구호소
958,서울특별시,마포구,광성고등학교 운동장,서울특별시 마포구 신수로8길 20(신수동),2880,126.9364,37.5484,1,지진실내구호소
959,서울특별시,마포구,신석초등학교 운동장,서울특별시 마포구 대흥로 33(신수동),1355,126.9379,37.544,1,지진실내구호소
960,서울특별시,마포구,신수중학교 운동장,서울특별시 마포구 신수로 49(신수동),4138,126.9338,37.5459,1,지진실내구호소
961,서울특별시,마포구,현석어린이공원,서울특별시 마포구 현석동 1-5,1595,126.9332,37.5443,1,지진실내구호소
962,서울특별시,마포구,서강나루공원,서울특별시 마포구 창전동 165-5,2489,126.931,37.5452,1,지진실내구호소
